STNAM,FIPST,LEAID,ST_LEAID,LEANM,ALL_COHORT_1617,ALL_RATE_1617,MAM_COHORT_1617,MAM_RATE_1617,MAS_COHORT_1617,MAS_RATE_1617,MBL_COHORT_1617,MBL_RATE_1617,MHI_COHORT_1617,MHI_RATE_1617,MTR_COHORT_1617,MTR_RATE_1617,MWH_COHORT_1617,MWH_RATE_1617,CWD_COHORT_1617,CWD_RATE_1617,ECD_COHORT_1617,ECD_RATE_1617,LEP_COHORT_1617,LEP_RATE_1617,DATE_CUR
MICHIGAN,26,2608610,MI-05035,Central Lake Public Schools,20,GE80,1,PS,,,,,,,,,19,GE80,4,PS,4,PS,,,17AUG18
MICHIGAN,26,2608640,MI-59125,Central Montcalm Public Schools,103,90-94,,,,,1,PS,9,GE50,1,PS,92,90-94,13,GE50,41,80-89,2,PS,17AUG18
MICHIGAN,26,2608670,MI-75030,Centreville Public Schools,67,80-84,,,,,1,PS,4,PS,1,PS,61,80-84,6,GE50,26,60-79,1,PS,17AUG18
MICHIGAN,26,2608730,MI-15050,Charlevoix Public Schools,105,90-94,4,PS,1,PS,2,PS,2,PS,,,96,90-94,12,GE50,39,80-89,,,17AUG18
MICHIGAN,26,2608770,MI-23030,Charlotte Public Schools,182,80-84,,,3,PS,4,PS,6,LT50,2,PS,167,85-89,19,LE20,50,60-69,,,17AUG18
MICHIGAN,26,2608880,MI-31050,Chassell Township School District,11,GE50,,,,,,,,,1,PS,10,GE50,1,PS,6,GE50,,,17AUG18
MICHIGAN,26,2608910,MI-16015,Cheboygan Area Schools,159,80-84,4,PS,,,,,2,PS,18,GE80,135,80-84,10,GE50,98,75-79,,,17AUG18
MICHIGAN,26,2608940,MI-81040,Chelsea School District,202,93,,,1,PS,3,PS,6,GE50,12,GE50,180,GE95,30,60-79,18,60-79,1,PS,17AUG18
MICHIGAN,26,2609150,MI-73110,Chesaning Union Schools,135,85-89,,,3,PS,,,15,GE50,2,PS,115,85-89,20,40-59,59,70-79,,,17AUG18
MICHIGAN,26,2609560,MI-54025,Chippewa Hills School District,161,70-74,1,PS,1,PS,2,PS,2,PS,16,GE80,139,70-74,13,LT50,82,55-59,,,17AUG18
MICHIGAN,26,2609570,MI-50080,Chippewa Valley Schools,1316,92,2,PS,41,GE90,162,85-89,41,GE90,39,80-89,1031,94,132,80-84,265,85-89,49,80-89,17AUG18
MICHIGAN,26,2609750,MI-18010,Clare Public Schools,111,90-94,1,PS,1,PS,1,PS,,,3,PS,105,90-94,10,GE50,39,80-89,,,17AUG18
MICHIGAN,26,2609840,MI-63090,Clarenceville School District,134,80-84,1,PS,7,GE50,31,80-89,9,GE50,,,86,75-79,9,LT50,48,70-79,9,GE50,17AUG18
MICHIGAN,26,2609900,MI-63190,Clarkston Community School District,661,91,2,PS,11,GE50,20,60-79,33,70-79,17,GE80,578,93,84,70-74,108,75-79,9,GE50,17AUG18
MICHIGAN,26,2609930,MI-63270,Clawson Public Schools,160,85-89,,,5,PS,25,GE80,9,GE50,6,GE50,115,90-94,28,GE80,58,70-79,7,GE50,17AUG18
MICHIGAN,26,2610020,MI-39020,Climax-Scotts Community Schools,36,70-79,,,,,,,,,,,36,70-79,3,PS,11,GE50,,,17AUG18
MICHIGAN,26,2610050,MI-46060,Clinton Community Schools,86,80-84,1,PS,1,PS,2,PS,2,PS,,,80,80-84,7,LT50,15,GE50,,,17AUG18
MICHIGAN,26,2610080,MI-50070,Clintondale Community Schools,700,29,4,PS,6,GE50,467,26,7,GE50,17,21-39,199,35-39,52,30-39,496,28,24,40-59,17AUG18
MICHIGAN,26,2610110,MI-25150,Clio Area School District,236,78,2,PS,3,PS,2,PS,4,PS,5,PS,220,75-79,22,60-79,102,65-69,1,PS,17AUG18
MICHIGAN,26,2610140,MI-12010,Coldwater Community Schools,220,80,,,6,GE50,,,14,GE50,2,PS,198,75-79,24,21-39,95,65-69,18,60-79,17AUG18
MICHIGAN,26,2610200,MI-56030,Coleman Community Schools,38,80-89,,,,,,,,,,,38,80-89,7,GE50,17,GE80,,,17AUG18
MICHIGAN,26,2610380,MI-11330,Coloma Community Schools,155,65-69,,,2,PS,32,11-19,11,LT50,8,GE50,102,80-84,10,GE50,88,60-64,,,17AUG18
MICHIGAN,26,2610410,MI-75040,Colon Community School District,43,80-89,,,,,,,3,PS,,,40,GE90,4,PS,22,GE80,3,PS,17AUG18
MICHIGAN,26,2610560,MI-68030,Fairview Area School District,30,60-79,,,,,,,,,,,30,60-79,5,PS,18,60-79,,,17AUG18
MICHIGAN,26,2610590,MI-39030,Comstock Public Schools,187,50-54,1,PS,4,PS,39,20-29,15,GE50,22,21-39,106,60-64,19,40-59,117,40-44,3,PS,17AUG18
MICHIGAN,26,2610620,MI-41080,Comstock Park Public Schools,171,80-84,1,PS,1,PS,19,GE80,25,60-79,11,GE50,114,85-89,9,LT50,79,70-74,12,GE50,17AUG18
MICHIGAN,26,2610650,MI-38080,Concord Community Schools,54,GE90,,,,,6,GE50,2,PS,,,46,GE90,7,GE50,20,GE80,,,17AUG18
MICHIGAN,26,2610750,MI-75050,Constantine Public School District,109,75-79,,,1,PS,1,PS,6,GE50,2,PS,99,80-84,16,40-59,54,70-79,,,17AUG18
MICHIGAN,26,2610830,MI-70120,Coopersville Area Public School District,183,GE95,,,2,PS,,,11,GE50,2,PS,168,GE95,23,60-79,43,80-89,4,PS,17AUG18
MICHIGAN,26,2610860,MI-78100,Corunna Public Schools,136,GE95,,,,,,,2,PS,1,PS,133,GE95,17,60-79,56,80-89,,,17AUG18
MICHIGAN,26,2610980,MI-80040,Covert Public Schools,22,60-79,,,,,4,PS,15,GE50,2,PS,1,PS,,,20,GE80,4,PS,17AUG18
MICHIGAN,26,2611030,MI-20015,Crawford AuSable Schools,137,85-89,1,PS,1,PS,1,PS,6,GE50,3,PS,125,85-89,24,60-79,63,75-79,,,17AUG18
MICHIGAN,26,2611140,MI-76080,Croswell-Lexington Community Schools,146,85-89,,,,,1,PS,6,GE50,1,PS,138,85-89,19,GE80,73,75-79,,,17AUG18
MICHIGAN,26,2611190,MI-36015,Forest Park School District,43,GE90,,,,,,,,,1,PS,42,GE90,5,PS,23,GE80,,,17AUG18
MICHIGAN,26,2611400,MI-33040,Dansville Schools,68,90-94,,,2,PS,,,2,PS,,,64,90-94,5,PS,14,GE50,,,17AUG18
MICHIGAN,26,2611430,MI-25140,Davison Community Schools,448,85,,,1,PS,14,GE50,26,60-79,16,60-79,391,88,50,80-89,154,65-69,3,PS,17AUG18
MICHIGAN,26,2611550,MI-19010,DeWitt Public Schools,208,98,,,5,PS,3,PS,15,GE50,6,GE50,179,GE95,7,GE50,26,GE80,,,17AUG18
MICHIGAN,26,2611600,MI-82030,Dearborn City School District,1451,95,3,PS,21,GE80,65,85-89,27,GE80,3,PS,1332,95,107,65-69,899,94,397,90,17AUG18
MICHIGAN,26,2611610,MI-82040,Dearborn Heights School District #7,181,75-79,1,PS,3,PS,41,70-79,14,GE50,,,122,75-79,18,40-59,106,75-79,7,LT50,17AUG18
MICHIGAN,26,2611640,MI-82240,Westwood Community School District,255,43,1,PS,1,PS,158,55-59,8,LT50,1,PS,86,20-24,39,20-29,178,45-49,15,LT50,17AUG18
MICHIGAN,26,2611670,MI-80050,Decatur Public Schools,65,80-84,2,PS,,,2,PS,10,GE50,3,PS,48,70-79,8,GE50,38,70-79,3,PS,17AUG18
MICHIGAN,26,2611700,MI-76090,Deckerville Community School District,49,80-89,,,1,PS,,,3,PS,,,45,80-89,4,PS,22,60-79,,,17AUG18
MICHIGAN,26,2611910,MI-08010,Delton Kellogg Schools,121,70-74,1,PS,2,PS,,,5,PS,2,PS,111,70-74,14,GE50,53,60-69,3,PS,17AUG18
MICHIGAN,26,2611970,MI-17050,DeTour Area Schools,20,GE80,4,PS,1,PS,,,,,,,15,GE50,1,PS,11,GE50,,,17AUG18
MICHIGAN,26,2612030,MI-81050,Dexter Community School District,272,GE95,1,PS,11,GE50,3,PS,4,PS,2,PS,251,GE95,21,60-79,22,GE80,4,PS,17AUG18
MICHIGAN,26,2612150,MI-14020,Dowagiac Union School District,165,75-79,,,,,9,GE50,18,GE80,16,GE80,122,75-79,22,60-79,102,70-74,6,GE50,17AUG18
MICHIGAN,26,2612240,MI-44050,Dryden Community Schools,52,GE90,1,PS,,,,,,,,,51,GE90,3,PS,14,GE50,,,17AUG18
MICHIGAN,26,2612300,MI-58050,Dundee Community Schools,123,85-89,,,,,,,1,PS,,,122,85-89,14,GE50,38,70-79,,,17AUG18
MICHIGAN,26,2612330,MI-78030,Durand Area Schools,95,80-84,,,,,,,4,PS,,,91,80-84,5,PS,36,60-69,,,17AUG18
MICHIGAN,26,2612420,MI-74050,East China School District,364,89,1,PS,5,PS,3,PS,2,PS,1,PS,352,89,21,40-59,96,80-84,,,17AUG18
MICHIGAN,26,2612450,MI-50020,East Detroit Public Schools,309,71,3,PS,4,PS,234,70-74,7,GE50,22,40-59,39,60-69,55,50-59,201,65-69,3,PS,17AUG18
MICHIGAN,26,2612480,MI-41090,East Grand Rapids Public Schools,244,97,,,9,GE50,12,GE50,2,PS,3,PS,218,GE95,4,PS,10,GE50,,,17AUG18
MICHIGAN,26,2612540,MI-38090,East Jackson Community Schools,79,70-74,,,,,3,PS,2,PS,1,PS,73,70-74,6,GE50,36,50-59,,,17AUG18
MICHIGAN,26,2612560,MI-15060,East Jordan Public Schools,75,65-69,2,PS,,,,,4,PS,6,GE50,63,75-79,12,LT50,34,30-39,,,17AUG18
MICHIGAN,26,2612600,MI-33010,East Lansing School District,286,91,4,PS,22,GE80,42,80-89,24,GE80,17,GE80,177,90-94,13,GE50,75,80-84,6,GE50,17AUG18
MICHIGAN,26,2612690,MI-23050,Eaton Rapids Public Schools,204,83,,,3,PS,1,PS,11,GE50,3,PS,186,80-84,31,70-79,72,65-69,1,PS,17AUG18
MICHIGAN,26,2612810,MI-11250,Eau Claire Public Schools,48,70-79,,,2,PS,12,GE50,10,GE50,3,PS,21,60-79,4,PS,40,70-79,8,GE50,17AUG18
MICHIGAN,26,2612930,MI-82250,Ecorse Public Schools,135,65-69,2,PS,,,108,70-74,7,GE50,,,18,21-39,16,40-59,111,65-69,1,PS,17AUG18
MICHIGAN,26,2612960,MI-59045,Montabella Community Schools,61,70-74,,,,,,,1,PS,1,PS,59,70-79,8,GE50,39,60-69,,,17AUG18
MICHIGAN,26,2612990,MI-14030,Edwardsburg Public Schools,198,90-94,3,PS,7,GE50,7,GE50,8,GE50,8,GE50,165,90-94,22,GE80,57,80-89,3,PS,17AUG18
MICHIGAN,26,2613050,MI-05060,Elk Rapids Schools,92,85-89,3,PS,,,1,PS,4,PS,1,PS,83,85-89,6,GE50,31,70-79,3,PS,17AUG18
MICHIGAN,26,2613090,MI-32050,Elkton-Pigeon-Bay Port Laker Schools,66,80-84,1,PS,,,1,PS,2,PS,2,PS,60,70-79,10,LT50,27,60-79,,,17AUG18
MICHIGAN,26,2613110,MI-05065,Ellsworth Community School,24,GE80,1,PS,,,,,,,,,23,GE80,3,PS,11,GE50,,,17AUG18
MICHIGAN,26,2613500,MI-21010,Escanaba Area Public Schools,189,90-94,10,GE50,3,PS,2,PS,1,PS,,,173,90-94,19,60-79,67,80-84,,,17AUG18
MICHIGAN,26,2613530,MI-09050,Essexville-Hampton Public Schools,129,90-94,,,1,PS,5,PS,1,PS,2,PS,120,85-89,19,GE80,24,GE80,,,17AUG18
MICHIGAN,26,2613560,MI-67020,Evart Public Schools,60,80-89,,,,,1,PS,2,PS,,,57,80-89,12,GE50,40,80-89,,,17AUG18
MICHIGAN,26,2614070,MI-63200,Farmington Public School District,875,90,,,86,90-94,253,85-89,26,60-79,41,80-89,469,90,71,55-59,213,80-84,47,60-69,17AUG18
MICHIGAN,26,2614100,MI-18020,Farwell Area Schools,128,80-84,3,PS,,,2,PS,2,PS,2,PS,119,75-79,20,40-59,63,70-74,,,17AUG18
MICHIGAN,26,2614230,MI-03050,Fennville Public Schools,122,80-84,1,PS,1,PS,1,PS,58,80-89,4,PS,57,70-79,17,60-79,87,75-79,17,GE80,17AUG18
MICHIGAN,26,2614250,MI-25100,Fenton Area Public Schools,293,85-89,,,4,PS,6,GE50,11,GE50,8,GE50,264,85-89,30,60-79,56,60-69,1,PS,17AUG18
MICHIGAN,26,2614280,MI-63020,Ferndale Public Schools,373,68,1,PS,3,PS,284,60-64,5,PS,14,GE50,66,80-84,15,GE50,264,60-64,3,PS,17AUG18
MICHIGAN,26,2614460,MI-50090,Fitzgerald Public Schools,251,73,2,PS,45,80-89,106,75-79,5,PS,11,GE50,82,60-64,24,40-59,209,70-74,21,60-79,17AUG18
MICHIGAN,26,2614520,MI-25010,Flint School District of the City of,345,67,2,PS,1,PS,275,70-74,10,GE50,21,40-59,36,40-49,36,40-49,293,65-69,13,GE50,17AUG18
MICHIGAN,26,2614550,MI-25120,Flushing Community Schools,336,86,1,PS,1,PS,34,GE90,15,GE50,14,GE50,271,85-89,39,80-89,92,85-89,6,LT50,17AUG18
MICHIGAN,26,2614570,MI-40020,Forest Area Community Schools,32,80-89,,,,,,,1,PS,,,31,80-89,2,PS,17,60-79,,,17AUG18
MICHIGAN,26,2614610,MI-41110,Forest Hills Public Schools,797,94,,,54,GE90,32,70-79,24,GE80,25,GE80,662,95,61,70-74,77,75-79,10,GE50,17AUG18
MICHIGAN,26,2614690,MI-52040,Gwinn Area Community Schools,64,75-79,,,,,1,PS,1,PS,8,GE50,54,70-79,11,LT50,36,50-59,,,17AUG18
MICHIGAN,26,2614700,MI-19070,Fowler Public Schools,43,GE90,,,,,1,PS,,,,,42,GE90,2,PS,5,PS,,,17AUG18
MICHIGAN,26,2614730,MI-47030,Fowlerville Community Schools,232,88,1,PS,,,2,PS,6,GE50,1,PS,222,85-89,24,40-59,61,70-74,1,PS,17AUG18
MICHIGAN,26,2614760,MI-73190,Frankenmuth School District,120,GE95,,,1,PS,1,PS,3,PS,2,PS,113,GE95,10,GE50,14,GE50,1,PS,17AUG18
MICHIGAN,26,2614790,MI-10025,Frankfort-Elberta Area Schools,39,GE90,,,,,2,PS,3,PS,,,34,80-89,2,PS,12,GE50,1,PS,17AUG18
MICHIGAN,26,2614820,MI-50100,Fraser Public Schools,371,95,,,6,GE50,43,80-89,8,GE50,11,GE50,303,96,34,80-89,139,90-94,6,GE50,17AUG18
MICHIGAN,26,2615060,MI-73200,Freeland Community School District,133,90-94,,,3,PS,1,PS,4,PS,1,PS,124,90-94,13,GE50,18,GE80,,,17AUG18
MICHIGAN,26,2615150,MI-62040,Fremont Public School District,169,75-79,2,PS,2,PS,2,PS,5,PS,1,PS,157,80-84,22,40-59,92,65-69,,,17AUG18
MICHIGAN,26,2615390,MI-61080,Fruitport Community Schools,236,81,3,PS,3,PS,5,PS,10,LT50,7,LT50,208,85-89,37,40-49,96,65-69,2,PS,17AUG18
MICHIGAN,26,2615420,MI-29050,Fulton Schools,101,50-54,1,PS,,,1,PS,5,PS,,,94,50-54,10,LT50,58,40-49,,,17AUG18
MICHIGAN,26,2615450,MI-39050,Galesburg-Augusta Community Schools,70,85-89,,,,,1,PS,3,PS,3,PS,63,90-94,3,PS,30,60-79,,,17AUG18
MICHIGAN,26,2615540,MI-82050,Garden City Public Schools,457,68,3,PS,1,PS,90,50-54,8,GE50,1,PS,354,73,84,45-49,230,60-64,4,PS,17AUG18
MICHIGAN,26,2615600,MI-49055,Engadine Consolidated Schools,18,GE80,7,GE50,,,1,PS,1,PS,,,9,GE50,2,PS,11,GE50,,,17AUG18
MICHIGAN,26,2615730,MI-69020,Gaylord Community Schools,214,77,2,PS,1,PS,,,5,PS,2,PS,204,75-79,32,70-79,97,60-64,,,17AUG18
MICHIGAN,26,2615750,MI-25070,Genesee School District,56,70-79,1,PS,2,PS,3,PS,4,PS,2,PS,44,80-89,14,GE50,35,70-79,,,17AUG18
MICHIGAN,26,2615830,MI-72010,Roscommon Area Public Schools,83,90-94,,,,,1,PS,3,PS,,,79,90-94,14,GE50,30,GE80,,,17AUG18
MICHIGAN,26,2615870,MI-82290,Gibraltar School District,268,84,4,PS,4,PS,15,GE50,9,GE50,8,GE50,228,80-84,30,GE80,61,70-74,,,17AUG18
MICHIGAN,26,2615970,MI-21025,Gladstone Area Schools,128,55-59,16,60-79,1,PS,2,PS,1,PS,,,108,55-59,6,LT50,36,60-69,,,17AUG18
MICHIGAN,26,2615990,MI-26040,Gladwin Community Schools,130,80-84,,,1,PS,1,PS,3,PS,1,PS,124,80-84,16,40-59,54,60-69,,,17AUG18
MICHIGAN,26,2616020,MI-45010,Glen Lake Community Schools,65,GE95,,,3,PS,,,4,PS,,,58,GE90,5,PS,18,GE80,,,17AUG18
MICHIGAN,26,2616050,MI-80110,Gobles Public School District,83,80-84,,,,,,,1,PS,2,PS,80,80-84,8,GE50,39,70-79,,,17AUG18
MICHIGAN,26,2616080,MI-41120,Godfrey-Lee Public Schools,174,80-84,,,,,14,GE50,133,80-84,6,GE50,21,60-79,23,40-59,149,80-84,45,60-69,17AUG18
MICHIGAN,26,2616110,MI-41020,Godwin Heights Public Schools,168,75-79,,,4,PS,41,80-89,77,70-74,8,GE50,38,70-79,21,40-59,134,80-84,26,40-59,17AUG18
MICHIGAN,26,2616320,MI-25050,Goodrich Area Schools,184,GE95,,,2,PS,1,PS,4,PS,,,177,GE95,10,GE50,26,GE80,5,PS,17AUG18
MICHIGAN,26,2616350,MI-25030,Grand Blanc Community Schools,655,90,2,PS,29,GE80,107,90-94,28,GE80,21,GE80,468,90,53,70-79,164,80-84,7,GE50,17AUG18
MICHIGAN,26,2616380,MI-70010,Grand Haven Area Public Schools,498,84,1,PS,11,GE50,4,PS,27,60-79,14,GE50,441,85,52,60-69,168,70-74,3,PS,17AUG18
MICHIGAN,26,2616410,MI-23060,Grand Ledge Public Schools,438,88,3,PS,13,GE50,22,GE80,30,GE80,11,GE50,359,89,57,70-79,83,75-79,15,LT50,17AUG18
MICHIGAN,26,2616440,MI-41010,Grand Rapids Public Schools,742,67,1,PS,11,GE50,292,65-69,236,70-74,54,60-69,148,55-59,147,25-29,514,65,150,70-74,17AUG18
MICHIGAN,26,2616470,MI-41130,Grandville Public Schools,456,91,1,PS,19,GE80,20,GE80,56,GE90,17,GE80,343,92,41,50-59,123,80-84,10,GE50,17AUG18
MICHIGAN,26,2616500,MI-62050,Grant Public School District,126,75-79,1,PS,,,,,26,60-79,1,PS,98,80-84,15,LT50,50,60-69,8,LT50,17AUG18
MICHIGAN,26,2616830,MI-38050,Grass Lake Community Schools,76,GE95,,,,,2,PS,,,,,74,GE95,7,GE50,11,GE50,,,17AUG18
MICHIGAN,26,2617160,MI-59070,Greenville Public Schools,267,90-94,,,3,PS,1,PS,12,GE50,3,PS,248,90-94,32,70-79,88,85-89,3,PS,17AUG18
MICHIGAN,26,2617220,MI-82300,Grosse Ile Township Schools,167,GE95,1,PS,5,PS,,,5,PS,3,PS,153,GE95,10,GE50,13,GE50,,,17AUG18
MICHIGAN,26,2617250,MI-39065,Gull Lake Community Schools,234,85,,,4,PS,9,GE50,7,GE50,16,GE80,198,85-89,15,GE50,46,70-79,1,PS,17AUG18
MICHIGAN,26,2617370,MI-35020,Hale Area Schools,26,GE80,,,,,1,PS,,,1,PS,24,GE80,2,PS,18,GE80,,,17AUG18
MICHIGAN,26,2617400,MI-03100,Hamilton Community Schools,222,90,,,4,PS,3,PS,16,60-79,2,PS,197,90-94,27,60-79,36,70-79,1,PS,17AUG18
MICHIGAN,26,2617520,MI-82060,Hamtramck School District of the City of,289,79,1,PS,115,80-84,59,70-79,,,2,PS,112,75-79,17,60-79,268,80-84,100,75-79,17AUG18
MICHIGAN,26,2617550,MI-31010,Hancock Public Schools,69,85-89,,,1,PS,,,1,PS,,,67,90-94,7,GE50,22,60-79,,,17AUG18
MICHIGAN,26,2617640,MI-38100,Hanover-Horton School District,74,85-89,,,1,PS,1,PS,1,PS,,,71,85-89,7,GE50,18,40-59,,,17AUG18
MICHIGAN,26,2617700,MI-24020,Harbor Springs School District,69,90-94,2,PS,,,1,PS,3,PS,1,PS,62,90-94,2,PS,15,GE50,,,17AUG18
MICHIGAN,26,2617730,MI-13070,Harper Creek Community Schools,182,90-94,1,PS,2,PS,2,PS,9,GE50,9,GE50,159,90-94,23,GE80,61,85-89,,,17AUG18
MICHIGAN,26,2617760,MI-82320,Harper Woods The School District of the City of,308,57,,,1,PS,270,60-64,4,PS,4,PS,29,40-59,29,60-79,215,50-54,2,PS,17AUG18
MICHIGAN,26,2617820,MI-18060,Harrison Community Schools,112,85-89,1,PS,,,1,PS,1,PS,4,PS,105,85-89,17,60-79,64,80-84,,,17AUG18
MICHIGAN,26,2617860,MI-64040,Hart Public School District,84,90-94,,,,,,,30,GE80,,,54,GE90,10,GE50,40,GE90,7,GE50,17AUG18
MICHIGAN,26,2617880,MI-80120,Hartford Public Schools,82,70-74,3,PS,,,,,29,60-79,5,PS,45,60-69,5,PS,58,60-69,7,LT50,17AUG18
MICHIGAN,26,2617910,MI-47060,Hartland Consolidated Schools,506,95,,,10,GE50,3,PS,11,GE50,6,GE50,476,95,34,80-89,62,90-94,1,PS,17AUG18
MICHIGAN,26,2617940,MI-33060,Haslett Public Schools,188,GE95,1,PS,8,GE50,5,PS,14,GE50,7,GE50,153,GE95,19,60-79,35,80-89,,,17AUG18
MICHIGAN,26,2617970,MI-08030,Hastings Area School District,199,85-89,1,PS,,,,,2,PS,,,196,85-89,21,60-79,70,70-74,2,PS,17AUG18
MICHIGAN,26,2618030,MI-63130,Hazel Park School District of the City of,419,44,2,PS,1,PS,156,35-39,9,LT50,6,GE50,245,45-49,32,50-59,232,35-39,61,30-34,17AUG18
MICHIGAN,26,2618180,MI-73210,Hemlock Public School District,129,75-79,,,,,,,4,PS,1,PS,124,75-79,13,GE50,25,60-79,,,17AUG18
MICHIGAN,26,2618270,MI-62060,Hesperia Community Schools,58,80-89,,,,,,,6,GE50,,,52,80-89,8,GE50,26,60-79,,,17AUG18
MICHIGAN,26,2618360,MI-60020,Hillman Community Schools,30,60-79,,,1,PS,,,,,,,29,60-79,3,PS,21,40-59,,,17AUG18
MICHIGAN,26,2618390,MI-30020,Hillsdale Community Schools,135,80-84,,,1,PS,1,PS,,,,,133,80-84,18,60-79,55,60-69,,,17AUG18
MICHIGAN,26,2618420,MI-70020,Holland City School District,289,79,2,PS,7,GE50,15,GE50,127,65-69,11,GE50,127,85-89,40,40-49,145,70-74,17,40-59,17AUG18
MICHIGAN,26,2618450,MI-63210,Holly Area School District,298,82,,,1,PS,4,PS,18,GE80,12,GE50,263,80-84,45,70-79,91,65-69,3,PS,17AUG18
MICHIGAN,26,2618480,MI-33070,Holt Public Schools,437,85,1,PS,16,GE80,55,80-89,63,75-79,35,70-79,267,85-89,47,50-59,105,65-69,15,GE50,17AUG18
MICHIGAN,26,2618510,MI-61120,Holton Public Schools,79,70-74,,,1,PS,,,2,PS,2,PS,74,70-74,7,GE50,36,60-69,,,17AUG18
MICHIGAN,26,2618540,MI-13080,Homer Community School District,61,90-94,,,,,,,1,PS,1,PS,59,GE90,6,GE50,29,GE80,,,17AUG18
MICHIGAN,26,2618570,MI-03070,Hopkins Public Schools,125,90-94,,,,,1,PS,4,PS,4,PS,116,90-94,13,GE50,29,GE80,1,PS,17AUG18
MICHIGAN,26,2618600,MI-72020,Houghton Lake Community Schools,137,65-69,1,PS,4,PS,3,PS,2,PS,,,127,65-69,22,21-39,86,65-69,,,17AUG18
MICHIGAN,26,2618720,MI-47070,Howell Public Schools,627,88,7,GE50,20,40-59,,,11,GE50,6,GE50,583,89,60,60-69,105,70-74,17,LE20,17AUG18
MICHIGAN,26,2618810,MI-46080,Hudson Area Schools,81,80-84,,,,,1,PS,3,PS,1,PS,76,80-84,15,GE50,43,70-79,,,17AUG18
MICHIGAN,26,2618840,MI-70190,Hudsonville Public School District,455,95,,,7,GE50,8,GE50,26,GE80,15,GE50,399,95,42,70-79,97,85-89,1,PS,17AUG18
MICHIGAN,26,2618930,MI-82340,Huron School District,210,85-89,2,PS,3,PS,7,GE50,4,PS,4,PS,190,85-89,36,50-59,37,50-59,,,17AUG18
MICHIGAN,26,2618990,MI-63220,Huron Valley Schools,802,88,10,GE50,18,GE80,13,GE50,18,60-79,10,GE50,733,88,92,60-64,147,60-64,4,PS,17AUG18
MICHIGAN,26,2619050,MI-58070,Ida Public School District,115,GE95,,,1,PS,,,1,PS,,,113,GE95,11,GE50,21,GE80,,,17AUG18
MICHIGAN,26,2619100,MI-44060,Imlay City Community Schools,180,GE95,1,PS,,,,,37,GE90,2,PS,140,GE95,8,GE50,77,90-94,8,GE50,17AUG18
MICHIGAN,26,2619170,MI-16050,Inland Lakes Schools,65,80-84,1,PS,,,,,2,PS,3,PS,59,80-89,12,LT50,34,70-79,,,17AUG18
MICHIGAN,26,2619250,MI-34010,Ionia Public Schools,207,79,1,PS,,,1,PS,18,60-79,6,GE50,181,80-84,30,60-79,100,75-79,3,PS,17AUG18
MICHIGAN,26,2619410,MI-22010,Iron Mountain Public Schools,117,60-64,2,PS,,,,,1,PS,2,PS,112,60-64,7,GE50,48,40-49,,,17AUG18
MICHIGAN,26,2619470,MI-27020,Ironwood Area Schools of Gogebic County,70,85-89,,,,,1,PS,,,2,PS,67,85-89,10,GE50,34,70-79,,,17AUG18
MICHIGAN,26,2619530,MI-52180,Ishpeming Public School District No. 1,57,GE90,1,PS,1,PS,1,PS,1,PS,6,GE50,47,80-89,4,PS,20,GE80,,,17AUG18
MICHIGAN,26,2619580,MI-29060,Ithaca Public Schools,111,85-89,1,PS,,,,,9,GE50,1,PS,100,90-94,14,GE50,36,80-89,1,PS,17AUG18
MICHIGAN,26,2619620,MI-38170,Jackson Public Schools,372,67,2,PS,9,GE50,152,65-69,20,60-79,4,PS,185,65-69,50,40-49,219,50-54,2,PS,17AUG18
MICHIGAN,26,2619800,MI-58080,Jefferson Schools (Monroe),156,85-89,,,1,PS,,,5,PS,,,150,85-89,19,60-79,56,60-69,,,17AUG18
MICHIGAN,26,2619830,MI-70175,Jenison Public Schools,376,95,2,PS,14,GE50,4,PS,21,GE80,16,GE80,319,96,33,70-79,81,85-89,1,PS,17AUG18
MICHIGAN,26,2619890,MI-69030,Johannesburg-Lewiston Area Schools,56,80-89,,,,,1,PS,,,,,55,80-89,3,PS,25,GE80,,,17AUG18
MICHIGAN,26,2619920,MI-30030,Jonesville Community Schools,124,70-74,,,5,PS,1,PS,,,2,PS,116,70-74,5,PS,52,50-59,,,17AUG18
MICHIGAN,26,2619950,MI-39010,Kalamazoo Public Schools,805,73,2,PS,17,GE80,335,65,77,60-64,63,70-74,311,83,93,25-29,498,63,38,50-59,17AUG18
MICHIGAN,26,2620010,MI-51045,Kaleva Norman Dickson School District,48,70-79,,,,,1,PS,2,PS,3,PS,42,70-79,9,LT50,38,70-79,,,17AUG18
MICHIGAN,26,2620050,MI-40040,Kalkaska Public Schools,127,75-79,1,PS,,,,,3,PS,2,PS,121,75-79,9,LT50,62,70-74,,,17AUG18
MICHIGAN,26,2620070,MI-25110,Kearsley Community School District,280,83,1,PS,1,PS,32,80-89,17,60-79,4,PS,225,80-84,28,40-59,175,80-84,3,PS,17AUG18
MICHIGAN,26,2620160,MI-41140,Kelloggsville Public Schools,187,70-74,3,PS,10,GE50,37,70-79,63,70-74,4,PS,70,70-74,18,40-59,141,70-74,26,60-79,17AUG18
MICHIGAN,26,2620280,MI-41145,Kenowa Hills Public Schools,228,89,,,3,PS,6,GE50,24,GE80,10,GE50,185,85-89,30,40-59,78,80-84,2,PS,17AUG18
MICHIGAN,26,2620310,MI-41150,Kent City Community Schools,104,90-94,,,2,PS,1,PS,13,GE50,,,88,90-94,7,GE50,52,80-89,5,PS,17AUG18
